Dataset	MAG	Superkindom	Phylumn	Class	Order	Family	Genu	Species	Completeness	Contamination	Size (bp)	Total_cds	Category_L	Percentage
DSGC	FDZ041-Be15-20 (OES00301322)_bin.11	d__Bacteria	p__Omnitrophota	c__Koll11	o__JACQQV01	f__JACQQV01	g__	s__	96.17	1.075	1654286	1623	69	0.0425
DSGC	FDZ041-Be15-20 (OES00301322)_bin.161	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Simkaniaceae	g__JAAKFF01	s__JAAKFF01	91.08	1.576	1587785	1544	87	0.0563
DSGC	FDZ041-Be15-20 (OES00301322)_bin.17	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__JACZUZ01	g__JACZUZ01	s__	97.8	1.098	2942552	2396	110	0.0459
DSGC	FDZ041-Be15-20 (OES00301322)_bin.23	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Halieaceae	g__	s__	94.74	3.172	3647106	3437	130	0.0378
DSGC	FDZ041-Be15-20 (OES00301322)_bin.43	d__Bacteria	p__Planctomycetota	c__PLA2	o__PLA2	f__PLA2	g__	s__	97.72	3.409	4734766	4617	318	0.0689
DSGC	FDZ041-Be15-20 (OES00301322)_bin.48	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__SMXR01	g__JACZSK01	s__	91	3.188	2796874	2766	118	0.0427
DSGC	FDZ041-Be15-20 (OES00301322)_bin.58	d__Bacteria	p__Omnitrophota	c__Omnitrophia	o__Omnitrophales	f__Danuiimicrobiaceae	g__JAHFHD01	s__	91.39	1.075	2434119	2511	136	0.0542
DSGC	FDZ041-Be15-20 (OES00301322)_bin.65	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__JACZUZ01	g__JACZUZ01	s__	95.53	1.098	2559760	2220	95	0.0428
DSGC	FDZ041-Be15-20 (OES00301322)_bin.71	d__Bacteria	p__Desulfobacterota_F	c__GWC2-55-46	o__GWC2-55-46	f__	g__	s__	90.8	2.926	2287524	2248	114	0.0507
DSGC	FDZ041-Be15-20 (OES00301322)_bin.73	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__FEB-12	g__JACZWU01	s__	91.14	2.197	2479013	2290	116	0.0507
DSGC	FDZ041-Be15-20 (OES00301322)_bin.78	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__DEV007	g__JAADHD01	s__	95.27	4.535	5058431	4718	209	0.0443
DSGC	FDZ043-RG0-2 (OES00301324)_bin.13	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__	s__	92.25	0.854	3022891	3134	146	0.0466
DSGC	FDZ043-RG0-2 (OES00301324)_bin.55	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SMXQ01	f__SMXQ01	g__SMXQ01	s__	90.94	0.55	2282856	2251	89	0.0395
DSGC	FDZ043-RG12-14 (OES00301326)_bin.3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Woeseiales	f__Woeseiaceae	g__JACZWL01	s__JACZWL01	100	3.918	3822290	4458	371	0.0832
DSGC	FDZ043-RG16-18 (OES00301328)_bin.10	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__KS3-K002	f__JABDQB01	g__G020351855	s__	95.6	2.262	2122084	2032	97	0.0477
DSGC	FDZ043-RG16-18 (OES00301328)_bin.25	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__GCA-2721545	s__GCA-2721545	91.58	2.653	2052247	2253	106	0.047
DSGC	FDZ043-RG16-18 (OES00301328)_bin.73	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JAJFKG01	f__	g__	s__	96.89	1.744	2132945	1959	97	0.0495
DSGC	FDZ043-RG24-26 (OES00301332)_bin.12	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__JADFNB01	s__JADFNB01	96.15	2.197	2701447	2575	140	0.0544
DSGC	FDZ043-RG6-8 (OES00301336)_bin.70	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__HTCC2089	g__	s__	90.11	1.111	4021631	3967	161	0.0406
DSGC	FDZ043-RG8-10 (OES00301337)_bin.67	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__	g__	s__	96.7	0	3451777	3051	142	0.0465
DSGC	FDZ043-RG8-10 (OES00301337)_bin.71	d__Bacteria	p__Marinisomatota	c__SORT01	o__SORT01	f__SORT01	g__SORT01	s__	96.63	1.098	2673081	2596	132	0.0508
DSGC	FDZ043-RG8-10 (OES00301337)_bin.74	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__CAIVHJ01	g__JACZTW01	s__	93.75	1.136	3390455	3105	167	0.0538
DSGC	FDZ044-RBk10-12 (OES00301339)_bin.11	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__HTCC2089	g__GCA-002726655	s__	92.71	3.919	3596566	3649	159	0.0436
DSGC	FDZ044-RBk10-12 (OES00301339)_bin.24	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__	s__	94.25	1.136	4686813	4507	270	0.0599
DSGC	FDZ044-RBk10-12 (OES00301339)_bin.28	d__Bacteria	p__Sumerlaeota	c__Sumerlaeia	o__UBA8349	f__	g__	s__	97.78	0.537	3339560	2785	156	0.056
DSGC	FDZ044-RBk10-12 (OES00301339)_bin.62	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Fen-336	f__Fen-336	g__JAJDNS01	s__	91.45	3.418	4915750	4624	284	0.0614
DSGC	FDZ044-RBk10-12 (OES00301339)_bin.64	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__Gp6-AA40	s__	94.01	3.418	3303409	3285	244	0.0743
DSGC	FDZ044-RBk10-12 (OES00301339)_bin.90	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__2-12-FULL-54-10	f__2-12-FULL-54-10	g__JADFGZ01	s__JADFGZ01	91.54	2.564	3807317	3509	170	0.0484
DSGC	FDZ044-RBk2-4 (OES00301345)_bin.4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__	s__	90.57	4.91	3644013	3696	144	0.039
DSGC	FDZ044-RBk4-6 (OES00301347)_bin.18	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__	g__	s__	96.15	0.869	1755890	1693	88	0.052
DSGC	FDZ044-RBk4-6 (OES00301347)_bin.21	d__Bacteria	p__Omnitrophota	c__Koll11	o__Aquiviventales	f__Aquiviventaceae	g__	s__	90.14	2.688	1538424	1621	80	0.0494
DSGC	FDZ044-RBk4-6 (OES00301347)_bin.68	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Acidoferrales	f__2-02-FULL-67-57	g__JACZYA01	s__	95.67	1.709	3185253	3009	157	0.0522
DSGC	FDZ044-RBk6-8 (OES00301348)_bin.16	d__Bacteria	p__OLB16	c__OLB16	o__	f__	g__	s__	96.63	0	5185743	4406	203	0.0461
DSGC	FDZ044-RBk6-8 (OES00301348)_bin.53	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__UBA1924	g__JACKHE01	s__	92.61	0	2600984	2284	122	0.0534
DSGC	FDZ044-RBk6-8 (OES00301348)_bin.91	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__JACZTA01	g__	s__	96.99	0	3608334	3076	135	0.0439
DSGC	FDZ045-Bk0-10 (OES00301358)_bin.7	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__UBA4096	s__	92.11	1.785	3742752	3721	164	0.0441
DSGC	FDZ046-Be14-16 (OES00301362)_bin.15	d__Bacteria	p__Acidobacteriota	c__UBA890	o__UBA890	f__WLXD01	g__JACZXM01	s__JACZXM01	93.1	0.854	4179657	3878	206	0.0531
DSGC	FDZ046-Be18-20 (OES00301364)_bin.32	d__Bacteria	p__KSB1	c__UBA2214	o__CR04bin15	f__CR04bin15	g__	s__	94.44	2.197	9816326	9446	746	0.079
DSGC	FDZ046-Be18-20 (OES00301364)_bin.37	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__SZUA-226	s__SZUA-226	99.14	2.943	3084369	2924	146	0.0499
DSGC	FDZ046-Be2-4 (OES00301366)_bin.74	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__SPGG2	g__SPGG2	s__SPGG2	96.3	1.219	3510838	3736	164	0.0439
DSGC	FDZ046-Be2-4 (OES00301366)_bin.84	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__SMXR01	g__SMXR01	s__	92.91	1.014	1881420	1980	97	0.049
DSGC	FDZ046-Be4-6 (OES00301367)_bin.9	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__JADFNO01	s__	95.45	3.284	3982758	3676	190	0.0517
DSGC	FDZ046-Be6-8 (OES00301368)_bin.105	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__SMXR01	g__JACZYI01	s__JACZYI01	96.21	0	2343575	2249	99	0.044
DSGC	FDZ046-Be6-8 (OES00301368)_bin.106	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__PRS1	s__	90.74	4.409	2991135	3079	164	0.0533
DSGC	FDZ046-Be6-8 (OES00301368)_bin.24	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__BMS3ABIN03	s__	92.73	3.091	3528592	3602	184	0.0511
DSGC	FDZ046-Be6-8 (OES00301368)_bin.38	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__SMXR01	g__JACZSK01	s__	97.61	1.739	3170805	3052	125	0.041
DSGC	FDZ046-Be6-8 (OES00301368)_bin.67	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Bin61	f__SMYC01	g__	s__	93.13	3.205	5118358	5214	296	0.0568
DSGC	FDZ046-RBk0-5 (OES00301379)_bin.39	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__N074bin45	s__N074bin45	93.04	0.064	2473828	2479	142	0.0573
DSGC	FDZ046-RG0-2 (OES00301381)_bin.45	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Alteromonadaceae	g__Alteromonas	s__Alteromonas	98.65	0.527	4340364	3851	198	0.0514
DSGC	FDZ046-RG2-4 (OES00301383)_bin.29	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__JADFNO01	s__	97.72	2.84	3881533	3582	178	0.0497
DSGC	FDZ046-RG4-6 (OES00301384)_bin.28	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__PRS1	s__	95.44	1.329	2924422	2816	131	0.0465
DSGC	FDZ046-Y4-6 (OES00301397)_bin.30	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__SPGG2	g__VRUB01	s__	94.51	3.539	3649188	3834	219	0.0571
DSGC	FDZ046-Y8-10 (OES00301399)_bin.12	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Emcibacteraceae	g__Paremcibacter	s__	94.64	2.339	2509387	2595	131	0.0505
DSGC	FDZ046-YBk4-6 (OES00301402)_bin.5	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__Bin80	g__	s__	93.78	1.694	8647081	7543	490	0.065
DSGC	FDZ046-YBk6-8 (OES00301403)_bin.13	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SAR202	f__UBA11138	g__	s__	96.69	2.376	4358559	4671	286	0.0612
DSGC	FDZ050-Be0-2 (OES00301404)_bin.83	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__B3-G11	s__B3-G11	95.72	0.427	1736156	1884	83	0.0441
DSGC	FDZ050-Be6-8 (OES00301410)_bin.15	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax	96.21	0.743	3504528	3204	145	0.0453
DSGC	FDZ050-Bk2-4 (OES00301412)_bin.19	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__JAAXGF01	f__JAAXGF01	g__	s__	93.24	4.604	2946542	3140	146	0.0465
DSGC	FDZ050-RBk0-2 (OES00301416)_bin.57	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA6615	f__UBA6615	g__	s__	95.43	0	3314466	3368	186	0.0552
DSGC	FDZ050-RBk0-2 (OES00301416)_bin.6	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__UBA5794	g__B3-G11	s__	96.58	1.282	2132086	2236	93	0.0416
DSGC	FDZ050-RBk10-12 (OES00301417)_bin.111	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales_A	f__Casp-alpha2	g__Casp-alpha2	s__	90.61	2.819	2618135	2545	124	0.0487
DSGC	FDZ050-RBk10-12 (OES00301417)_bin.52	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__JADFRH01	s__	91.87	1.136	4343226	3903	305	0.0781
DSGC	FDZ050-RBk10-12 (OES00301417)_bin.60	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__	s__	92.61	0	3733655	3455	221	0.064
DSGC	FDZ050-RBk10-12 (OES00301417)_bin.67	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__JACZXZ01	f__	g__	s__	92.6	1.318	3102401	3044	153	0.0503
DSGC	FDZ050-RBk10-12 (OES00301417)_bin.73	d__Bacteria	p__GCA-001730085	c__JADFSZ01	o__JADFSZ01	f__JADFSZ01	g__JADFSZ01	s__JADFSZ01	93.34	1.098	2096073	2116	96	0.0454
DSGC	FDZ050-RBk10-12 (OES00301417)_bin.93	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__GCA-2746185	g__	s__	93.4	4.395	5441078	4832	235	0.0486
DSGC	FDZ050-RBk12-14 (OES00301418)_bin.141	d__Bacteria	p__Planctomycetota	c__SZUA-567	o__H5-PLA8	f__	g__	s__	97.31	1.612	3560581	3193	177	0.0554
DSGC	FDZ050-RBk12-14 (OES00301418)_bin.154	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__SM23-33	f__SM23-33	g__	s__	98.48	2.272	2827659	2510	112	0.0446
DSGC	FDZ050-RBk12-14 (OES00301418)_bin.38	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__02-12-FULL-59-9	f__O2-12-FULL-59-9	g__	s__	94.31	0	2974584	2772	139	0.0501
DSGC	FDZ050-RBk12-14 (OES00301418)_bin.45	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SAR202	f__UBA11138	g__	s__	93.72	1.188	3241232	3138	213	0.0679
DSGC	FDZ050-RBk12-14 (OES00301418)_bin.61	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__GCA-2746185	g__	s__	96.63	1.098	4664531	4244	176	0.0415
DSGC	FDZ050-RBk14-16 (OES00301419)_bin.127	d__Bacteria	p__Acidobacteriota	c__UBA890	o__UBA890	f__WLXD01	g__WLXD01	s__	93.1	1.709	4041984	3716	176	0.0474
DSGC	FDZ050-RBk14-16 (OES00301419)_bin.142	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudohongiellaceae	g__UBA9145	s__	92.22	0.679	3556929	3227	172	0.0533
DSGC	FDZ050-RBk14-16 (OES00301419)_bin.37	d__Bacteria	p__Myxococcota	c__Bradymonadia	o__UBA7976	f__UBA1532	g__	s__	91.12	3.294	6908285	5682	313	0.0551
DSGC	FDZ050-RBk16-18 (OES00301420)_bin.134	d__Bacteria	p__AABM5-125-24	c__AABM5-125-24	o__AABM5-125-24	f__AABM5-125-24	g__	s__	99.93	0.099	3401558	3069	172	0.056
DSGC	FDZ050-RBk16-18 (OES00301420)_bin.146	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__UBA1924	g__JACKHE01	s__	97.72	0.066	2933442	2600	118	0.0454
DSGC	FDZ050-RBk16-18 (OES00301420)_bin.18	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__UBA1565	f__UBA9628	g__	s__	94.31	1.123	4054438	3789	154	0.0406
DSGC	FDZ050-RBk16-18 (OES00301420)_bin.32	d__Bacteria	p__SM23-31	c__SM23-31	o__SM23-31	f__SM23-31	g__JADFON01	s__	92.79	1.098	2889364	2601	116	0.0446
DSGC	FDZ050-RBk16-18 (OES00301420)_bin.38	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__JADFIX01	s__	91.63	1.704	3923037	3348	186	0.0556
DSGC	FDZ050-RBk16-18 (OES00301420)_bin.40	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__JADFSH01	s__	92.04	1.771	4049557	3617	194	0.0536
DSGC	FDZ050-RBk16-18 (OES00301420)_bin.45	d__Bacteria	p__Latescibacterota	c__MWCZ01	o__MWCZ01	f__	g__	s__	94.04	1.648	3549548	3306	126	0.0381
DSGC	FDZ050-RBk18-20 (OES00301421)_bin.25	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__SG8-4	s__	93.11	0.066	5819566	5260	252	0.0479
DSGC	FDZ050-RBk20-22 (OES00301422)_bin.52	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__GCA-001735895	f__GCA-001735895	g__GCA-001735895	s__GCA-001735895	96.06	0.657	2926690	2878	147	0.0511
DSGC	FDZ050-RBk22-24 (OES00301423)_bin.8	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales_A	f__2-02-FULL-58-16	g__JADFTO01	s__JADFTO01	93.24	1.119	2544544	2685	122	0.0454
DSGC	FDZ050-RBk28-30 (OES00301427)_bin.15	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__UBA1565	f__UBA1565	g__	s__	96	0.066	3472022	3220	129	0.0401
DSGC	FDZ050-RBk28-30 (OES00301427)_bin.82	d__Archaea	p__Iainarchaeota	c__Iainarchaeia	o__Iainarchaeales	f__Iainarchaeaceae	g__UBA493	s__	90.65	1.869	982814	1228	57	0.0464
DSGC	FDZ050-RBk6-8 (OES00301429)_bin.113	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA1280	f__UBA6503	g__UBA6503	s__UBA6503	96.35	0	1775934	1745	94	0.0539
DSGC	FDZ050-RBk6-8 (OES00301429)_bin.131	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudohongiellaceae	g__Pseudohongiella	s__	91.6	1.296	3309386	3235	151	0.0467
DSGC	FDZ050-RBk6-8 (OES00301429)_bin.138	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__UBA2020	g__UBA2020	s__	96.67	3.26	2510695	2438	103	0.0422
DSGC	FDZ050-RBk6-8 (OES00301429)_bin.34	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__UBA2020	g__	s__	97.8	1.098	2184821	2159	119	0.0551
DSGC	FDZ050-RBk6-8 (OES00301429)_bin.61	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__UBA2020	g__	s__	91.75	0.387	1896513	2103	124	0.059
DSGC	FDZ050-RBk6-8 (OES00301429)_bin.88	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Emcibacteraceae	g__Paremcibacter	s__	93.9	1.521	2420078	2582	131	0.0507
DSGC	FDZ050-RBk6-8 (OES00301429)_bin.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Limimaricola	s__Limimaricola	98.93	1.177	3772232	3590	154	0.0429
DSGC	FDZ050-RBk8-10 (OES00301430)_bin.25	d__Bacteria	p__Sumerlaeota	c__Sumerlaeia	o__UBA8349	f__	g__	s__	96.15	0.549	3596330	3065	182	0.0594
DSGC	FDZ050-RBk8-10 (OES00301430)_bin.46	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__SMXR01	g__	s__	97.39	0.434	2857870	2647	132	0.0499
DSGC	FDZ050-RBk8-10 (OES00301430)_bin.50	d__Bacteria	p__Bdellovibrionota	c__FAC87	o__UBA2466	f__	g__	s__	93.22	2.521	4160859	3983	125	0.0314
DSGC	FDZ050-RBk8-10 (OES00301430)_bin.5	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__GCA-2746185	g__	s__	97.8	3.296	3579035	3333	172	0.0516
DSGC	FDZ050-RBk8-10 (OES00301430)_bin.79	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA2963	f__UBA2963	g__JADFRC01	s__JADFRC01	95.1	0.198	2308191	2284	115	0.0504
DSGC	FDZ050-RBk8-10 (OES00301430)_bin.82	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__UBA4427	g__UBA4427	s__	92.25	1.29	4388544	4139	270	0.0652
DSGC	FDZ051-Be0-2 (OES00301431)_bin.6	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__JAIPFM01	s__JAIPFM01	96.59	0	5215174	4507	218	0.0484
DSGC	FDZ051-Be16-18 (OES00301435)_bin.37	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__SMVS01	s__	92.94	1.709	2685623	2721	122	0.0448
DSGC	FDZ051-Be16-18 (OES00301435)_bin.89	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__JABHNK01	g__	s__	93.71	4.759	2184862	2024	123	0.0608
DSGC	FDZ051-Be4-6 (OES00301440)_bin.101	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Croceicoccus	s__	95.58	2.36	2576150	2738	134	0.0489
DSGC	FDZ051-Be4-6 (OES00301440)_bin.28	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__HTCC2089	g__UBA4582	s__	93.3	4.861	6196708	6004	358	0.0596
DSGC	FDZ051-Be4-6 (OES00301440)_bin.84	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__	s__	90.09	0.495	3199993	2879	165	0.0573
DSGC	FDZ051-Be6-8 (OES00301441)_bin.139	d__Bacteria	p__Acidobacteriota	c__UBA6911	o__RPQK01	f__RPQK01	g__JADFOI01	s__JADFOI01	92.87	3.418	3100458	2982	147	0.0493
DSGC	FDZ052-BYSed (OES00301443)_bin.39	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__CG1-02-35-72	s__	94.21	0.671	2619080	2435	155	0.0637
DSGC	FDZ052-G0-2 (OES00301444)_bin.47	d__Bacteria	p__Planctomycetota	c__Brocadiia	o__Brocadiales	f__Scalinduaceae	g__Scalindua	s__Scalindua	92.04	2.272	3231588	3283	181	0.0551
DSGC	FDZ052-G0-2 (OES00301444)_bin.50	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales_A	f__Casp-alpha2	g__Casp-alpha2	s__	95.02	0.248	2923542	2933	146	0.0498
DSGC	FDZ052-G0-2 (OES00301444)_bin.63	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA1151	f__UBA1328	g__UBA1328	s__	94.71	1.98	3021527	2946	142	0.0482
DSGC	FDZ052-G0-2 (OES00301444)_bin.71	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Rhodothalassiaceae	g__	s__	98.57	0.217	3062454	2999	122	0.0407
DSGC	FDZ052-G4-6 (OES00301448)_bin.15	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__JAJRPG01	s__	90.9	2.84	4187001	3793	226	0.0596
DSGC	FDZ052-G4-6 (OES00301448)_bin.3	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Emcibacteraceae	g__Paremcibacter	s__	95.37	1.362	2948218	2988	267	0.0894
DSGC	FDZ052-G6-8 (OES00301449)_bin.138	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudohongiellaceae	g__UBA9145	s__UBA9145	91.79	0.308	3795772	3607	142	0.0394
DSGC	FDZ053-RBk0-2 (OES00301463)_bin.127	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__SMXR01	g__JACZSK01	s__	92.83	3.101	2462179	2466	98	0.0397
DSGC	FDZ053-RBk0-2 (OES00301463)_bin.37	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__GCA-2720975	s__	96.77	1.173	5474681	4589	186	0.0405
DSGC	FDZ053-RBk0-2 (OES00301463)_bin.40	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__FEB-12	g__JACZYS01	s__	93.34	0	2335641	2232	91	0.0408
DSGC	FDZ053-RBk10-12 (OES00301464)_bin.128	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__SBBL01	f__JAADHI01	g__	s__	94.94	0.202	2748858	2976	203	0.0682
DSGC	FDZ053-RBk10-12 (OES00301464)_bin.132	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__SBBL01	f__JAADHI01	g__DUAG01	s__	96.76	0	2826458	2898	188	0.0649
DSGC	FDZ053-RBk10-12 (OES00301464)_bin.57	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudohongiellaceae	g__	s__	92.3	2.654	5044909	4913	225	0.0458
DSGC	FDZ053-RBk10-12 (OES00301464)_bin.95	d__Bacteria	p__Elusimicrobiota	c__	o__	f__	g__	s__	91.69	0	2182584	1926	88	0.0457
DSGC	FDZ053-RBk12-14 (OES00301465)_bin.12	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SMXS01	f__	g__	s__	98.47	0.434	3668702	3332	152	0.0456
DSGC	FDZ053-RBk14-16 (OES00301466)_bin.101	d__Bacteria	p__Marinisomatota	c__Marinisomatia	o__SCGC-AAA003-L08	f__	g__	s__	98.83	0	3123503	2995	159	0.0531
DSGC	FDZ053-RBk14-16 (OES00301466)_bin.133	d__Bacteria	p__SAR324	c__SAR324	o__SAR324	f__JACQKK01	g__	s__	92.01	0.84	3896120	3715	217	0.0584
