GeneCluster	RGC	REG_rate	Mem
DSM_0174957922	DS	0.14 	311
DSM_0144737695	DS	0.14 	99
DSM_0395572460	DS	0.14 	467
Soil_0048002432	DS	0.14 	262
Soil_0006994158	DS	0.14 	227
DSM_0201316576	DS	0.14 	71
DSM_0492532776	DS	0.14 	71
DSM_0180608109	DS	0.14 	284
DSM_0268160295	DS	0.14 	192
DSM_0032294490	DS	0.14 	292
DSM_0306667115	DS	0.14 	221
Soil_0143708771	DS	0.14 	107
DSM_0090828997	DS	0.14 	107
DSM_0235024605	DS	0.14 	107
DSM_0011014655	DS	0.14 	50
DSM_0200020719	DS	0.14 	193
DSM_0323233279	DS	0.14 	293
Soil_0092650015	DS	0.14 	93
OM-RGC.v2.012654189	DS	0.14 	43
DSM_0089250307	DS	0.14 	86
DSM_0408318365	DS	0.14 	86
Soil_0085329301	DS	0.14 	129
DSM_0377256372	DS	0.14 	165
DSM_0198364663	DS	0.14 	237
OM-RGC.v2.000017791	DS	0.14 	237
DSM_0073030949	DS	0.14 	237
Soil_0124686389	DS	0.14 	266
DSM_0421574125	DS	0.14 	338
Soil_0095703577	DS	0.14 	266
DSM_0118265614	DS	0.14 	331
DSM_0101047321	DS	0.14 	259
DSM_0137755195	DS	0.14 	72
DSM_0289441690	DS	0.14 	72
Soil_0131677256	DS	0.14 	324
DSM_0131063004	DS	0.14 	72
DSM_0304677923	DS	0.14 	418
DSM_0464056130	DS	0.14 	267
Soil_0009198714	DS	0.14 	130
DSM_0219512482	DS	0.14 	94
DSM_0087027819	DS	0.14 	282
DSM_0204197036	DS	0.14 	188
DSM_0404461384	DS	0.14 	123
DSM_0243988644	DS	0.14 	384
Soil_0155139399	DS	0.14 	29
DSM_0145795209	DS	0.14 	87
Soil_0105502947	DS	0.14 	29
DSM_0345317910	DS	0.14 	174
DSM_0383265694	DS	0.14 	334
DSM_0113167851	DS	0.14 	189
Soil_0078678906	DS	0.14 	109
DSM_0492801957	DS	0.14 	80
DSM_0333304860	DS	0.14 	342
DSM_0360229343	DS	0.14 	262
DSM_0095031443	DS	0.14 	102
Soil_0147363432	DS	0.14 	73
DSM_0132074254	DS	0.14 	73
OM-RGC.v2.021422683	DS	0.14 	336
DSM_0460495391	DS	0.14 	168
DSM_0184365321	DS	0.14 	263
DSM_0417017385	DS	0.14 	307
DSM_0392952552	DS	0.14 	117
DSM_0202283394	DS	0.14 	278
DSM_0248343953	DS	0.14 	249
DSM_0252647939	DS	0.14 	22
OM-RGC.v2.043128042	DS	0.14 	22
Soil_0042542125	DS	0.14 	44
DSM_0351113700	DS	0.14 	308
Soil_0067817564	DS	0.14 	44
DSM_0031183422	DS	0.14 	154
OM-RGC.v2.000939898	DS	0.14 	22
Soil_0130517639	DS	0.14 	44
DSM_0177468566	DS	0.14 	22
DSM_0241519557	DS	0.14 	22
Soil_0000573860	DS	0.14 	22
DSM_0065736988	DS	0.14 	257
OM-RGC.v2.042226064	DS	0.14 	169
DSM_0168064353	DS	0.14 	412
DSM_0408262541	DS	0.14 	206
DSM_0313379082	DS	0.14 	59
DSM_0108756893	DS	0.14 	391
Soil_0048789827	DS	0.14 	155
DSM_0322110171	DS	0.14 	96
DSM_0278347340	DS	0.14 	96
DSM_0302392344	DS	0.14 	281
DSM_0094276335	DS	0.14 	74
DSM_0289953539	DS	0.14 	185
DSM_0186127971	DS	0.14 	37
DSM_0344508770	DS	0.14 	259
DSM_0332826520	DS	0.13 	126
DSM_0441182344	DS	0.13 	141
DSM_0296283454	DS	0.13 	156
DSM_0450278506	DS	0.13 	327
DSM_0329408713	DS	0.13 	327
DSM_0070784778	DS	0.13 	52
DSM_0412541606	DS	0.13 	208
DSM_0016929843	DS	0.13 	416
DSM_0311111853	DS	0.13 	171
DSM_0182953646	DS	0.13 	313
DSM_0425721895	DS	0.13 	149
Soil_0044318583	DS	0.13 	127
DSM_0331580107	DS	0.13 	112
OM-RGC.v2.002329119	DS	0.13 	127
Soil_0055313804	DS	0.13 	202
DSM_0095143151	DS	0.13 	202
DSM_0254351930	DS	0.13 	172
DSM_0334460278	DS	0.13 	449
Soil_0011164060	DS	0.13 	90
Soil_0071560101	DS	0.13 	30
Soil_0064411890	DS	0.13 	75
Soil_0068966760	DS	0.13 	90
DSM_0483495459	DS	0.13 	75
DSM_0228805813	DS	0.13 	15
Soil_0043277405	DS	0.13 	45
DSM_0002487725	DS	0.13 	210
DSM_0312607819	DS	0.13 	75
Soil_0029297217	DS	0.13 	15
DSM_0187325525	DS	0.13 	405
DSM_0232068928	DS	0.13 	15
Soil_0087488186	DS	0.13 	15
Soil_0091322836	DS	0.13 	15
DSM_0119880298	DS	0.13 	413
Soil_0137714955	DS	0.13 	323
DSM_0205346736	DS	0.13 	294
DSM_0168539232	DS	0.13 	98
Soil_0019835897	DS	0.13 	204
DSM_0234921202	DS	0.13 	310
DSM_0167121755	DS	0.13 	121
DSM_0007448591	DS	0.13 	53
Soil_0021651048	DS	0.13 	53
Soil_0136396809	DS	0.13 	53
Soil_0018565367	DS	0.13 	53
Soil_0131626638	DS	0.13 	364
DSM_0434743861	DS	0.13 	425
DSM_0382962111	DS	0.13 	129
DSM_0052234240	DS	0.13 	266
DSM_0194626966	DS	0.13 	152
DSM_0261721466	DS	0.13 	388
DSM_0146795103	DS	0.13 	175
Soil_0139915476	DS	0.13 	198
DSM_0161051079	DS	0.13 	198
DSM_0290031622	DS	0.13 	442
DSM_0168547033	DS	0.13 	221
DSM_0259450094	DS	0.13 	343
DSM_0453491337	DS	0.13 	61
DSM_0266705394	DS	0.13 	427
DSM_0040944273	DS	0.13 	61
Soil_0121365974	DS	0.13 	229
DSM_0144137281	DS	0.13 	398
DSM_0155206438	DS	0.13 	337
DSM_0167745886	DS	0.13 	23
DSM_0192082348	DS	0.13 	184
Soil_0131420348	DS	0.13 	23
DSM_0241414910	DS	0.13 	23
DSM_0188894578	DS	0.13 	23
Soil_0028475132	DS	0.13 	23
DSM_0093632982	DS	0.13 	46
DSM_0338850747	DS	0.13 	46
Soil_0107341116	DS	0.13 	46
DSM_0328565324	DS	0.13 	276
Soil_0052194962	DS	0.13 	123
DSM_0348047515	DS	0.13 	123
Soil_0112118921	DS	0.13 	77
Soil_0141191222	DS	0.13 	131
DSM_0094092042	DS	0.13 	108
DSM_0374567864	DS	0.13 	108
Soil_0005313838	DS	0.13 	54
DSM_0225035748	DS	0.13 	108
DSM_0340236014	DS	0.13 	108
OM-RGC.v2.021510237	DS	0.13 	54
DSM_0227355925	DS	0.13 	193
DSM_0182859027	DS	0.13 	116
DSM_0096922541	DS	0.13 	387
DSM_0334075249	DS	0.13 	217
DSM_0436293962	DS	0.13 	31
Soil_0103827071	DS	0.13 	31
Soil_0039634427	DS	0.13 	31
DSM_0337681910	DS	0.13 	62
Soil_0039196058	DS	0.13 	62
DSM_0103363161	DS	0.13 	341
Soil_0145806914	DS	0.13 	31
DSM_0410021419	DS	0.13 	256
DSM_0214043137	DS	0.13 	225
DSM_0141282856	DS	0.13 	163
Soil_0078870766	DS	0.13 	132
DSM_0230575143	DS	0.13 	101
DSM_0474280317	DS	0.13 	101
Soil_0043796529	DS	0.13 	373
Soil_0063601694	DS	0.13 	70
DSM_0458951050	DS	0.13 	210
DSM_0441617509	DS	0.13 	140
DSM_0149222171	DS	0.13 	70
DSM_0386751835	DS	0.13 	210
DSM_0322545686	DS	0.13 	70
Soil_0060771277	DS	0.13 	70
DSM_0397148158	DS	0.13 	288
Soil_0122966739	DS	0.13 	39
OM-RGC.v2.000792776	DS	0.13 	78
Soil_0023499135	DS	0.13 	164
DSM_0071191645	DS	0.13 	172
Soil_0150875606	DS	0.13 	305
DSM_0072351407	DS	0.13 	368
DSM_0029912167	DS	0.13 	306
Soil_0097384001	DS	0.13 	102
DSM_0099734695	DS	0.13 	204
DSM_0223747248	DS	0.13 	165
DSM_0494547032	DS	0.13 	110
OM-RGC.v2.040560738	DS	0.13 	55
DSM_0021283921	DS	0.13 	362
Soil_0059040761	DS	0.13 	370
DSM_0242672199	DS	0.13 	260
DSM_0081370008	DS	0.13 	402
Soil_0070408968	DS	0.13 	134
Soil_0028363696	DS	0.13 	71
Soil_0140722325	DS	0.13 	71
Soil_0048907735	DS	0.13 	71
DSM_0260889538	DS	0.13 	150
DSM_0305532531	DS	0.13 	316
DSM_0412427316	DS	0.13 	79
DSM_0010630644	DS	0.13 	79
Soil_0144865173	DS	0.13 	158
DSM_0112419115	DS	0.13 	79
DSM_0236783924	DS	0.13 	166
Soil_0096167566	DS	0.13 	182
DSM_0248878706	DS	0.13 	87
DSM_0371547189	DS	0.13 	214
Soil_0119012592	DS	0.13 	111
Soil_0074455654	DS	0.13 	222
DSM_0412503493	DS	0.13 	357
DSM_0391513171	DS	0.13 	143
DSM_0296540514	DS	0.13 	135
DSM_0311386686	DS	0.13 	191
DSM_0286529866	DS	0.13 	223
OM-RGC.v2.004567877	DS	0.13 	271
Soil_0031104769	DS	0.13 	303
OM-RGC.v2.012522961	DS	0.13 	319
DSM_0400614705	DS	0.13 	24
DSM_0172012437	DS	0.13 	104
DSM_0356976233	DS	0.13 	104
DSM_0460344300	DS	0.13 	152
Soil_0130506448	DS	0.13 	128
DSM_0017024191	DS	0.13 	160
Soil_0056476801	DS	0.13 	16
DSM_0034227002	DS	0.13 	8
OM-RGC.v2.020065944	DS	0.13 	8
DSM_0258942168	DS	0.13 	256
Soil_0003818962	DS	0.13 	24
Soil_0035912374	DS	0.13 	72
Soil_0033368276	DS	0.13 	8
Soil_0083263324	DS	0.13 	16
OM-RGC.v2.040124093	DS	0.13 	16
OM-RGC.v2.036918515	DS	0.13 	160
DSM_0125143533	DS	0.13 	192
DSM_0253489281	DS	0.13 	64
Soil_0013645144	DS	0.13 	32
DSM_0093187479	DS	0.13 	168
DSM_0449900467	DS	0.13 	48
Soil_0091134378	DS	0.13 	32
DSM_0173573615	DS	0.13 	32
DSM_0233181976	DS	0.13 	112
Soil_0040188458	DS	0.13 	16
DSM_0025421215	DS	0.12 	281
DSM_0457063365	DS	0.12 	169
Soil_0119034239	DS	0.12 	274
DSM_0061847192	DS	0.12 	411
Soil_0047830315	DS	0.12 	129
DSM_0101121675	DS	0.12 	379
DSM_0404979108	DS	0.12 	371
DSM_0470896704	DS	0.12 	242
OM-RGC.v2.005824298	DS	0.12 	194
DSM_0234378781	DS	0.12 	89
Soil_0085640879	DS	0.12 	89
DSM_0136038674	DS	0.12 	81
DSM_0053830210	DS	0.12 	162
DSM_0184290415	DS	0.12 	292
Soil_0140058453	DS	0.12 	219
DSM_0475547948	DS	0.12 	349
DSM_0298547711	DS	0.12 	463
DSM_0108141629	DS	0.12 	333
DSM_0271109274	DS	0.12 	390
DSM_0037806972	DS	0.12 	130
Soil_0104896531	DS	0.12 	171
DSM_0063189956	DS	0.12 	375
Soil_0114824900	DS	0.12 	49
DSM_0334012886	DS	0.12 	188
Soil_0078432987	DS	0.12 	417
Soil_0082984139	DS	0.12 	368
OM-RGC.v2.013588454	DS	0.12 	90
DSM_0196056540	DS	0.12 	90
DSM_0168360769	DS	0.12 	131
DSM_0018634447	DS	0.12 	41
DSM_0132164430	DS	0.12 	41
DSM_0002765660	DS	0.12 	295
DSM_0347407771	DS	0.12 	164
Soil_0064050690	DS	0.12 	254
DSM_0492457573	DS	0.12 	123
Soil_0052315995	DS	0.12 	82
DSM_0091329739	DS	0.12 	320
DSM_0022411800	DS	0.12 	271
Soil_0018035086	DS	0.12 	419
DSM_0181262475	DS	0.12 	263
DSM_0222544231	DS	0.12 	304
Soil_0138512734	DS	0.12 	148
DSM_0405399473	DS	0.12 	74
Soil_0059942651	DS	0.12 	214
DSM_0067161579	DS	0.12 	181
DSM_0083936597	DS	0.12 	181
Soil_0063705078	DS	0.12 	107
DSM_0266002776	DS	0.12 	107
DSM_0194303287	DS	0.12 	396
DSM_0311678166	DS	0.12 	33
OM-RGC.v2.006324851	DS	0.12 	330
DSM_0388701021	DS	0.12 	66
DSM_0342407678	DS	0.12 	298
DSM_0131022872	DS	0.12 	58
DSM_0401394768	DS	0.12 	315
DSM_0352804174	DS	0.12 	282
Soil_0122754240	DS	0.12 	83
Soil_0029924639	DS	0.12 	216
DSM_0263746883	DS	0.12 	191
OM-RGC.v2.005079133	DS	0.12 	108
DSM_0130352860	DS	0.12 	133
Soil_0069083633	DS	0.12 	158
DSM_0401392459	DS	0.12 	133
DSM_0116565399	DS	0.12 	233
DSM_0171129638	DS	0.12 	233
Soil_0034817566	DS	0.12 	358
DSM_0410397541	DS	0.12 	50
DSM_0016907109	DS	0.12 	175
Soil_0035696817	DS	0.12 	50
DSM_0463531073	DS	0.12 	50
Soil_0045128006	DS	0.12 	75
Soil_0100646983	DS	0.12 	100
DSM_0421658284	DS	0.12 	25
DSM_0039209827	DS	0.12 	50
Soil_0113778634	DS	0.12 	25
DSM_0500492910	DS	0.12 	125
DSM_0064623582	DS	0.12 	25
Soil_0063953739	DS	0.12 	175
DSM_0306849562	DS	0.12 	150
Soil_0058867834	DS	0.12 	284
DSM_0096730575	DS	0.12 	117
DSM_0229292078	DS	0.12 	117
Soil_0074937683	DS	0.12 	209
DSM_0048660079	DS	0.12 	92
DSM_0214998482	DS	0.12 	159
OM-RGC.v2.000327377	DS	0.12 	67
DSM_0402039145	DS	0.12 	243
Soil_0024726562	DS	0.12 	109
DSM_0378392521	DS	0.12 	218
DSM_0463903051	DS	0.12 	436
DSM_0002024510	DS	0.12 	151
DSM_0062253615	DS	0.12 	260
DSM_0152452404	DS	0.12 	319
Soil_0142869899	DS	0.12 	42
DSM_0333100204	DS	0.12 	84
Soil_0108585261	DS	0.12 	42
Soil_0039069751	DS	0.12 	126
DSM_0312190409	DS	0.12 	420
Soil_0153662500	DS	0.12 	42
DSM_0429847121	DS	0.12 	84
OM-RGC.v2.001095921	DS	0.12 	42
DSM_0388557581	DS	0.12 	42
DSM_0254261155	DS	0.12 	303
DSM_0260921285	DS	0.12 	160
DSM_0247482930	DS	0.12 	320
Soil_0025725235	DS	0.12 	211
DSM_0000553386	DS	0.12 	135
DSM_0457740042	DS	0.12 	380
Soil_0083410230	DS	0.12 	110
DSM_0256577933	DS	0.12 	110
OM-RGC.v2.024317247	DS	0.12 	144
DSM_0284526843	DS	0.12 	127
DSM_0164759574	DS	0.12 	127
DSM_0373489868	DS	0.12 	390
DSM_0463946447	DS	0.12 	407
DSM_0484313167	DS	0.12 	212
DSM_0444937156	DS	0.12 	34
DSM_0329313114	DS	0.12 	255
Soil_0059068480	DS	0.12 	17
Soil_0088874136	DS	0.12 	68
DSM_0295407773	DS	0.12 	51
Soil_0147824778	DS	0.12 	17
DSM_0408112737	DS	0.12 	34
DSM_0488946071	DS	0.12 	17
Soil_0145274741	DS	0.12 	34
Soil_0083730584	DS	0.12 	17
Soil_0099890209	DS	0.12 	17
Soil_0035601964	DS	0.12 	17
DSM_0225075041	DS	0.12 	17
Soil_0061009298	DS	0.12 	17
Soil_0152835438	DS	0.12 	289
DSM_0224897668	DS	0.12 	68
DSM_0359377039	DS	0.12 	17
DSM_0393134398	DS	0.12 	485
Soil_0103007391	DS	0.12 	230
DSM_0486999455	DS	0.12 	264
DSM_0279686312	DS	0.12 	196
DSM_0290256918	DS	0.12 	239
DSM_0413396212	DS	0.12 	145
DSM_0311880442	DS	0.12 	111
DSM_0341282431	DS	0.12 	205
DSM_0018233371	DS	0.12 	111
DSM_0250489159	DS	0.12 	205
DSM_0322936708	DS	0.12 	94
DSM_0126647215	DS	0.12 	94
DSM_0209903771	DS	0.12 	453
DSM_0231266699	DS	0.12 	77
DSM_0233418356	DS	0.12 	77
DSM_0323632791	DS	0.12 	60
DSM_0401395770	DS	0.12 	283
DSM_0004205557	DS	0.12 	249
DSM_0214169534	DS	0.12 	352
OM-RGC.v2.034337538	DS	0.12 	129
Soil_0019024136	DS	0.12 	43
DSM_0158084834	DS	0.12 	86
DSM_0392560783	DS	0.12 	112
DSM_0285681994	DS	0.12 	138
DSM_0430797725	DS	0.12 	69
DSM_0345378835	DS	0.12 	233
Soil_0024976265	DS	0.12 	69
Soil_0110039329	DS	0.12 	69
DSM_0051499665	DS	0.12 	95
DSM_0097127704	DS	0.12 	259
Soil_0047221506	DS	0.12 	337
DSM_0092933575	DS	0.12 	121
Soil_0060694177	DS	0.12 	225
OM-RGC.v2.012478824	DS	0.12 	199
Soil_0127891519	DS	0.12 	199
Soil_0114245200	DS	0.12 	372
Soil_0123697304	DS	0.12 	407
DSM_0129175177	DS	0.12 	78
DSM_0096475586	DS	0.12 	78
DSM_0461430831	DS	0.12 	312
Soil_0149096239	DS	0.12 	26
DSM_0466102065	DS	0.12 	26
DSM_0039053984	DS	0.12 	338
Soil_0020251491	DS	0.12 	347
DSM_0132434884	DS	0.12 	191
Soil_0148135811	DS	0.12 	217
DSM_0420420580	DS	0.12 	217
DSM_0476900911	DS	0.12 	139
DSM_0131410971	DS	0.12 	113
Soil_0009811453	DS	0.12 	113
DSM_0197142145	DS	0.12 	426
DSM_0367234392	DS	0.12 	287
DSM_0141935081	DS	0.12 	426
DSM_0421294000	DS	0.11 	87
DSM_0034763258	DS	0.11 	235
DSM_0191775742	DS	0.11 	261
DSM_0226784293	DS	0.11 	375
DSM_0386139005	DS	0.11 	288
DSM_0288036325	DS	0.11 	96
DSM_0356390597	DS	0.11 	96
DSM_0443804524	DS	0.11 	131
DSM_0387689624	DS	0.11 	131
DSM_0454056585	DS	0.11 	166
DSM_0172812063	DS	0.11 	201
DSM_0278471824	DS	0.11 	105
Soil_0148608632	DS	0.11 	35
DSM_0413138692	DS	0.11 	35
Soil_0140074298	DS	0.11 	70
Soil_0103598072	DS	0.11 	210
DSM_0002814190	DS	0.11 	184
DSM_0116145537	DS	0.11 	184
DSM_0212218570	DS	0.11 	193
Soil_0031761051	DS	0.11 	307
DSM_0184810538	DS	0.11 	114
DSM_0498629348	DS	0.11 	193
DSM_0181958222	DS	0.11 	290
DSM_0374654630	DS	0.11 	290
DSM_0208886168	DS	0.11 	325
DSM_0144221050	DS	0.11 	88
OM-RGC.v2.021198050	DS	0.11 	44
DSM_0165370819	DS	0.11 	88
DSM_0105327878	DS	0.11 	326
DSM_0241902052	DS	0.11 	97
OM-RGC.v2.045085029	DS	0.11 	441
DSM_0332297224	DS	0.11 	238
DSM_0213888298	DS	0.11 	97
DSM_0248942568	DS	0.11 	291
DSM_0441637355	DS	0.11 	194
DSM_0103603137	DS	0.11 	300
OM-RGC.v2.001245635	DS	0.11 	150
DSM_0073507440	DS	0.11 	309
DSM_0341409139	DS	0.11 	212
DSM_0073035556	DS	0.11 	53
DSM_0492274085	DS	0.11 	274
DSM_0456482811	DS	0.11 	398
DSM_0232542416	DS	0.11 	62
Soil_0029258483	DS	0.11 	62
Soil_0140624065	DS	0.11 	62
DSM_0445569227	DS	0.11 	62
DSM_0095638497	DS	0.11 	328
DSM_0423241275	DS	0.11 	266
DSM_0009705723	DS	0.11 	133
DSM_0184603885	DS	0.11 	71
Soil_0147182410	DS	0.11 	213
DSM_0064210527	DS	0.11 	142
Soil_0071872241	DS	0.11 	275
DSM_0231954536	DS	0.11 	71
DSM_0000978886	DS	0.11 	426
DSM_0221161028	DS	0.11 	71
Soil_0159648477	DS	0.11 	71
Soil_0017894443	DS	0.11 	151
DSM_0267871901	DS	0.11 	267
DSM_0331321542	DS	0.11 	89
DSM_0000584433	DS	0.11 	374
DSM_0109199016	DS	0.11 	294
DSM_0410549854	DS	0.11 	214
DSM_0336666019	DS	0.11 	348
DSM_0499876373	DS	0.11 	125
DSM_0012919529	DS	0.11 	143
DSM_0378551551	DS	0.11 	143
DSM_0066644311	DS	0.11 	134
Soil_0132026595	DS	0.11 	170
DSM_0136447690	DS	0.11 	305
Soil_0159117710	DS	0.11 	18
DSM_0315166291	DS	0.11 	117
Soil_0144966637	DS	0.11 	81
DSM_0284451595	DS	0.11 	117
Soil_0081653856	DS	0.11 	9
DSM_0378455846	DS	0.11 	90
DSM_0126279492	DS	0.11 	18
DSM_0074137286	DS	0.11 	45
Soil_0076587886	DS	0.11 	108
Soil_0126770963	DS	0.11 	18
Soil_0110131455	DS	0.11 	9
DSM_0199108296	DS	0.11 	27
DSM_0476799253	DS	0.11 	18
DSM_0469275096	DS	0.11 	36
DSM_0485367872	DS	0.11 	18
DSM_0421862529	DS	0.11 	45
DSM_0355161357	DS	0.11 	243
Soil_0018111561	DS	0.11 	216
Soil_0007520737	DS	0.11 	9
Soil_0106402919	DS	0.11 	36
Soil_0038637288	DS	0.11 	45
Soil_0095450344	DS	0.11 	54
Soil_0012065124	DS	0.11 	18
Soil_0131269765	DS	0.11 	9
DSM_0142315018	DS	0.11 	225
Soil_0061357698	DS	0.11 	99
Soil_0143348857	DS	0.11 	18
Soil_0023740452	DS	0.11 	18
OM-RGC.v2.021243590	DS	0.11 	63
DSM_0303401002	DS	0.11 	45
Soil_0105797921	DS	0.11 	27
DSM_0409990786	DS	0.11 	81
DSM_0464583358	DS	0.11 	18
DSM_0083457953	DS	0.11 	54
DSM_0401488429	DS	0.11 	9
Soil_0143316284	DS	0.11 	45
DSM_0264110787	DS	0.11 	9
Soil_0101081996	DS	0.11 	45
Soil_0125190214	DS	0.11 	271
DSM_0287178811	DS	0.11 	235
DSM_0273514005	DS	0.11 	145
DSM_0403570185	DS	0.11 	136
DSM_0379305172	DS	0.11 	136
DSM_0112342679	DS	0.11 	236
DSM_0378538549	DS	0.11 	118
DSM_0461497916	DS	0.11 	118
DSM_0067140260	DS	0.11 	109
DSM_0392244708	DS	0.11 	100
DSM_0283606802	DS	0.11 	300
DSM_0324602116	DS	0.11 	409
DSM_0240554655	DS	0.11 	409
Soil_0104919062	DS	0.11 	191
DSM_0125128760	DS	0.11 	173
Soil_0151966038	DS	0.11 	164
Soil_0057390553	DS	0.11 	419
DSM_0189210040	DS	0.11 	146
Soil_0112978351	DS	0.11 	73
Soil_0090381803	DS	0.11 	73
DSM_0317341977	DS	0.11 	137
DSM_0106391914	DS	0.11 	192
DSM_0186338814	DS	0.11 	64
DSM_0026907095	DS	0.11 	183
DSM_0016981133	DS	0.11 	174
OM-RGC.v2.000185636	DS	0.11 	119
DSM_0020021447	DS	0.11 	165
DSM_0333335198	DS	0.11 	110
Soil_0124920422	DS	0.11 	55
Soil_0148438590	DS	0.11 	156
DSM_0278499849	DS	0.11 	321
DSM_0075786798	DS	0.11 	101
DSM_0054404177	DS	0.11 	101
Soil_0153538123	DS	0.11 	248
DSM_0399523370	DS	0.11 	459
DSM_0327988999	DS	0.11 	101
DSM_0454834289	DS	0.11 	377
DSM_0120154950	DS	0.11 	92
DSM_0387480749	DS	0.11 	92
DSM_0228072148	DS	0.11 	322
DSM_0088847336	DS	0.11 	138
Soil_0099187274	DS	0.11 	46
DSM_0398327307	DS	0.11 	46
DSM_0150905568	DS	0.11 	46
DSM_0377838756	DS	0.11 	92
DSM_0333008089	DS	0.11 	46
DSM_0223651159	DS	0.11 	46
DSM_0337412254	DS	0.11 	396
DSM_0350922318	DS	0.11 	129
DSM_0318191201	DS	0.11 	258
DSM_0315545472	DS	0.11 	166
DSM_0044089287	DS	0.11 	120
Soil_0074290379	DS	0.11 	194
DSM_0129175237	DS	0.11 	37
DSM_0036533973	DS	0.11 	37
Soil_0142822919	DS	0.11 	222
Soil_0021022429	DS	0.11 	37
DSM_0082564180	DS	0.11 	37
Soil_0146963122	DS	0.11 	37
DSM_0337819800	DS	0.11 	37
OM-RGC.v2.032621736	DS	0.11 	176
DSM_0013009346	DS	0.11 	250
DSM_0121721739	DS	0.11 	398
DSM_0407977051	DS	0.11 	278
DSM_0434350352	DS	0.11 	167
Soil_0104379754	DS	0.11 	158
DSM_0144710533	DS	0.11 	214
Soil_0086559269	DS	0.11 	270
DSM_0048678130	DS	0.11 	382
Soil_0124377794	DS	0.11 	140
Soil_0095979830	DS	0.11 	28
OM-RGC.v2.037852987	DS	0.11 	28
DSM_0072765669	DS	0.11 	28
OM-RGC.v2.040484590	DS	0.11 	140
DSM_0273668791	DS	0.11 	187
Soil_0048900137	DS	0.11 	206
DSM_0154452441	DS	0.11 	103
DSM_0156884433	DS	0.11 	206
Soil_0075270709	DS	0.11 	328
DSM_0495683674	DS	0.11 	319
DSM_0488638270	DS	0.11 	272
DSM_0153317437	DS	0.11 	319
DSM_0147720497	DS	0.11 	263
Soil_0122767593	DS	0.11 	216
DSM_0375283589	DS	0.11 	141
DSM_0352510975	DS	0.11 	141
Soil_0125128755	DS	0.11 	47
Soil_0112057240	DS	0.11 	94
Soil_0126497013	DS	0.11 	141
Soil_0027043364	DS	0.11 	301
DSM_0230732828	DS	0.11 	461
DSM_0496403053	DS	0.11 	273
Soil_0046615780	DS	0.11 	132
DSM_0250368988	DS	0.11 	264
DSM_0031266432	DS	0.11 	85
DSM_0238735723	DS	0.11 	85
DSM_0105961781	DS	0.11 	236
Soil_0058905289	DS	0.11 	85
OM-RGC.v2.006827641	DS	0.11 	189
DSM_0006715528	DS	0.11 	274
OM-RGC.v2.000573707	DS	0.11 	227
Soil_0128308391	DS	0.11 	369
Soil_0107439026	DS	0.11 	161
DSM_0148818453	DS	0.11 	180
Soil_0000561309	DS	0.11 	313
DSM_0199345167	DS	0.11 	332
Soil_0007917025	DS	0.11 	38
Soil_0080087808	DS	0.11 	95
Soil_0151470026	DS	0.11 	38
Soil_0045840033	DS	0.11 	228
Soil_0051249874	DS	0.11 	19
Soil_0055370349	DS	0.11 	19
DSM_0091332463	DS	0.11 	152
DSM_0434053784	DS	0.11 	38
DSM_0420802543	DS	0.11 	171
DSM_0157340771	DS	0.11 	19
Soil_0037387979	DS	0.11 	19
DSM_0325173411	DS	0.11 	19
Soil_0095156191	DS	0.11 	19
DSM_0432276695	DS	0.11 	57
Soil_0115409521	DS	0.11 	19
DSM_0363147431	DS	0.11 	95
DSM_0224238551	DS	0.11 	257
DSM_0088256303	DS	0.11 	257
DSM_0259266759	DS	0.11 	447
Soil_0125970561	DS	0.11 	314
DSM_0277032325	DS	0.11 	381
DSM_0282518790	DS	0.10 	429
Soil_0111674315	DS	0.10 	105
DSM_0260987365	DS	0.10 	229
DSM_0087661406	DS	0.10 	258
Soil_0045885947	DS	0.10 	86
DSM_0383846057	DS	0.10 	153
DSM_0245324372	DS	0.10 	373
DSM_0009797141	DS	0.10 	239
DSM_0301096801	DS	0.10 	201
DSM_0014811182	DS	0.10 	201
DSM_0455490188	DS	0.10 	335
DSM_0015640461	DS	0.10 	201
DSM_0273018964	DS	0.10 	182
DSM_0156650342	DS	0.10 	393
DSM_0250278341	DS	0.10 	374
DSM_0284618006	DS	0.10 	115
Soil_0034834200	DS	0.10 	326
DSM_0238889184	DS	0.10 	115
DSM_0039104183	DS	0.10 	240
Soil_0150838244	DS	0.10 	96
Soil_0097438466	DS	0.10 	48
Soil_0141574314	DS	0.10 	48
DSM_0474457437	DS	0.10 	192
Soil_0061455173	DS	0.10 	48
DSM_0442844895	DS	0.10 	288
DSM_0286539499	DS	0.10 	48
Soil_0119654127	DS	0.10 	394
DSM_0280026661	DS	0.10 	221
DSM_0187710651	DS	0.10 	173
DSM_0039874269	DS	0.10 	125
DSM_0235020640	DS	0.10 	202
DSM_0043502270	DS	0.10 	125
Soil_0153689756	DS	0.10 	212
DSM_0416310935	DS	0.10 	106
DSM_0411523860	DS	0.10 	135
DSM_0303036553	DS	0.10 	474
Soil_0073647844	DS	0.10 	29
DSM_0270243248	DS	0.10 	145
DSM_0149965178	DS	0.10 	116
DSM_0439158870	DS	0.10 	145
DSM_0102911173	DS	0.10 	29
DSM_0326932059	DS	0.10 	203
DSM_0489689325	DS	0.10 	87
DSM_0268020575	DS	0.10 	29
DSM_0097618692	DS	0.10 	184
